"つぎはどこですか","where is the next stop?","Romaji: tsugi wa doko desu ka; Use: transport; Example: つぎはどこですか。"
"いまはちょっと","now isn’t a good time","Romaji: ima wa chotto; Use: soft refusal; Example: いまはちょっと…。"
"いっしょにいきませんか","would you like to go together?","Romaji: issho ni ikimasen ka; Use: invite; Example: あとで、いっしょにいきませんか。"
"いっしょにたべましょう","let’s eat together","Romaji: issho ni tabemashō; Use: suggestion; Example: いっしょにたべましょう。"
"がんばってください","please do your best","Romaji: ganbatte kudasai; Use: encouragement; Example: あしたのテスト、がんばってください。"
"おつかれさまでした","thanks for your hard work","Romaji: otsukaresama deshita; Use: after work/class; Example: きょうもおつかれさまでした。"
"いらっしゃいませ","welcome (store)","Romaji: irasshaimase; Use: shop greeting; Example: いらっしゃいませ。"
"かしこまりました","certainly","Romaji: kashikomarimashita; Use: shop/staff reply; Example: はい、かしこまりました。"
"しょうしょうおまちください","please wait a moment","Romaji: shōshō omachi kudasai; Use: service polite; Example: しょうしょうおまちください。"
"ではまた","see you then","Romaji: dewa mata; Use: parting; Example: ではまた、らいしゅう。"
"またね","see you (casual)","Romaji: mata ne; Use: casual parting; Example: またね。"
"さようなら","goodbye","Romaji: sayōnara; Use: formal parting; Example: さようなら。"
"おひさしぶりです","long time no see","Romaji: ohisashiburi desu; Use: meeting after a while; Example: おひさしぶりです、げんきでしたか。"
"すこしできます","I can do it a little","Romaji: sukoshi dekimasu; Use: ability; Example: にほんごは、すこしできます。"
"ていねいにおねがいします","please be gentle/polite","Romaji: teinei ni onegai shimasu; Use: service preference; Example: カットは、ていねいにおねがいします。"
"れんらくしてください","please contact me","Romaji: renraku shite kudasai; Use: follow-up; Example: ついたら、れんらくしてください。"
"みせてください","please show me","Romaji: misete kudasai; Use: request to see; Example: そのかばん、みせてください。"
"ためしてもいいですか","may I try it?","Romaji: tameshite mo ii desu ka; Use: try items; Example: このくつ、ためしてもいいですか。"
"しんぱいしないでください","please don’t worry","Romaji: shinpai shinaide kudasai; Use: reassure; Example: しんぱいしないでください。"
"おねがいがあります","I have a favor to ask","Romaji: onegai ga arimasu; Use: request opener; Example: ちょっとおねがいがあります。"
"てつだいましょうか","shall I help?","Romaji: tetsudaimashō ka; Use: offer help; Example: かばんを、てつだいましょうか。"
"どのくらいかかりますか","how long will it take?","Romaji: dono kurai kakarimasu ka; Use: time estimate; Example: ここから、どのくらいかかりますか。"
"どのへんですか","which area is it?","Romaji: dono hen desu ka; Use: rough location; Example: えきは、どのへんですか。"
"すぐそこです","it’s right there","Romaji: sugu soko desu; Use: nearby indication; Example: レジは、すぐそこです。"
"きんえんですか","is it non-smoking?","Romaji: kin’en desu ka; Use: seating preference; Example: きんえんですか。"
